organizationid,groupid,quizid,schemeofworkid
5448_6142_28237,5448,6142,28237.0
10600_14988_28228,10600,14988,28228.0
1850_6142_28237,1850,6142,28237.0
7450_6142_28237,7450,6142,28237.0
4010_14988_28228,4010,14988,28228.0
4715_6142_28237,4715,6142,28237.0
6440_14988_28228,6440,14988,28228.0
6191_14988_28228,6191,14988,28228.0
1766_14988_28228,1766,14988,28228.0
9158_14988_28228,9158,14988,28228.0
6451_14988_28228,6451,14988,28228.0
183_6142_28237,183,6142,28237.0
3027_6142_28237,3027,6142,28237.0
5142_14988_28228,5142,14988,28228.0
6791_14988_28228,6791,14988,28228.0
9574_6142_28237,9574,6142,28237.0
4892_14988_28228,4892,14988,28228.0
5725_3393_40959,5725,3393,40959.0
11656_3393_40959,11656,3393,40959.0
998_3393_40959,998,3393,40959.0
9722_3393_40959,9722,3393,40959.0
4248_7752_28228,4248,7752,28228.0
9427_7752_28237,9427,7752,28237.0
8987_7752_28237,8987,7752,28237.0
11612_7752_28228,11612,7752,28228.0
9877_7752_28228,9877,7752,28228.0
9141_7752_28237,9141,7752,28237.0
8762_7752_28237,8762,7752,28237.0
4975_7752_28228,4975,7752,28228.0
1522_7752_28237,1522,7752,28237.0
2465_7752_28228,2465,7752,28228.0
5446_7752_28237,5446,7752,28237.0
9649_7752_28237,9649,7752,28237.0
3817_7752_28237,3817,7752,28237.0
8627_7752_28228,8627,7752,28228.0
4085_7752_28228,4085,7752,28228.0
9283_7752_28237,9283,7752,28237.0
6868_7752_28237,6868,7752,28237.0
10720_7752_28237,10720,7752,28237.0
4865_7752_28228,4865,7752,28228.0
1021_7752_28228,1021,7752,28228.0
5089_7752_28228,5089,7752,28228.0
9158_7752_28228,9158,7752,28228.0
4010_7752_28228,4010,7752,28228.0
9966_7752_28228,9966,7752,28228.0
3261_7752_28237,3261,7752,28237.0
4248_10830_28228,4248,10830,28228.0
4085_10830_28228,4085,10830,28228.0
8987_10830_28237,8987,10830,28237.0
3817_10830_28237,3817,10830,28237.0
6605_10830_28228,6605,10830,28228.0
2116_10830_28228,2116,10830,28228.0
9828_10830_28228,9828,10830,28228.0
10718_10830_28228,10718,10830,28228.0
8562_10830_28237,8562,10830,28237.0
4975_10830_28228,4975,10830,28228.0
8627_10830_28228,8627,10830,28228.0
1086_10830_28228,1086,10830,28228.0
3274_10830_28228,3274,10830,28228.0
680_10830_28228,680,10830,28228.0
9877_10830_28228,9877,10830,28228.0
3867_10830_28228,3867,10830,28228.0
6093_10830_28237,6093,10830,28237.0
1766_10830_28228,1766,10830,28228.0
9141_10830_28237,9141,10830,28237.0
3553_10830_28228,3553,10830,28228.0
2336_10830_28228,2336,10830,28228.0
376_10830_28228,376,10830,28228.0
10600_6059_28228,10600,6059,28228.0
2208_6059_28237,2208,6059,28237.0
3817_6059_28237,3817,6059,28237.0
8987_6059_28237,8987,6059,28237.0
4010_6059_28228,4010,6059,28228.0
9877_6059_28228,9877,6059,28228.0
9828_6059_28228,9828,6059,28228.0
6868_6059_28228,6868,6059,28228.0
6227_6059_28228,6227,6059,28228.0
4795_6059_28237,4795,6059,28237.0
1028_6059_28237,1028,6059,28237.0
2719_6059_28228,2719,6059,28228.0
9641_6059_28228,9641,6059,28228.0
6816_6059_28228,6816,6059,28228.0
376_6059_28228,376,6059,28228.0
8562_6059_28237,8562,6059,28237.0
5704_6059_28237,5704,6059,28237.0
2336_6059_28228,2336,6059,28228.0
8627_6059_28228,8627,6059,28228.0
10718_6059_28228,10718,6059,28228.0
8273_6059_28228,8273,6059,28228.0
680_6059_28228,680,6059,28228.0
11218_6059_28228,11218,6059,28228.0
9501_6059_28228,9501,6059,28228.0
288_6059_28228,288,6059,28228.0
470_6059_28237,470,6059,28237.0
9226_6059_28228,9226,6059,28228.0
3427_6059_28228,3427,6059,28228.0
3726_6059_28228,3726,6059,28228.0
6094_6059_28228,6094,6059,28228.0
3261_6059_28228,3261,6059,28228.0
7285_6059_28228,7285,6059,28228.0
7701_6059_28237,7701,6059,28237.0
8004_16555_28228,8004,16555,28228.0
9158_16555_28228,9158,16555,28228.0
2258_16555_28228,2258,16555,28228.0
11342_14193_28237,11342,14193,28237.0
10600_14193_28228,10600,14193,28228.0
5089_14193_28228,5089,14193,28228.0
9427_14193_28237,9427,14193,28237.0
3461_14193_28228,3461,14193,28228.0
708_14193_28237,708,14193,28237.0
4576_14193_28228,4576,14193,28228.0
9652_14193_28228,9652,14193,28228.0
8762_14193_28237,8762,14193,28237.0
4975_14193_28228,4975,14193,28228.0
11570_14193_28237,11570,14193,28237.0
1424_14193_28237,1424,14193,28237.0
9641_14193_28228,9641,14193,28228.0
964_14193_28228,964,14193,28228.0
992_14193_28237,992,14193,28237.0
4808_14193_28237,4808,14193,28237.0
4864_14193_28237,4864,14193,28237.0
4335_14193_28237,4335,14193,28237.0
8987_14193_28237,8987,14193,28237.0
11612_14193_28228,11612,14193,28228.0
3817_14193_28237,3817,14193,28237.0
6202_14193_28228,6202,14193,28228.0
10914_14193_28237,10914,14193,28237.0
4329_14193_28228,4329,14193,28228.0
3171_14193_28228,3171,14193,28228.0
1086_14193_28237,1086,14193,28237.0
10266_14193_28228,10266,14193,28228.0
2313_14193_28228,2313,14193,28228.0
2762_14193_28228,2762,14193,28228.0
9158_14193_28228,9158,14193,28228.0
5426_14193_28237,5426,14193,28237.0
4246_14193_28228,4246,14193,28228.0
3930_14193_28228,3930,14193,28228.0
2566_14193_28228,2566,14193,28228.0
6791_14193_28228,6791,14193,28228.0
7915_3493_40959,7915,3493,40959.0
1134_3493_40959,1134,3493,40959.0
5438_3493_40959,5438,3493,40959.0
1065_3493_40959,1065,3493,40959.0
4975_3493_40959,4975,3493,40959.0
3538_3493_40959,3538,3493,40959.0
4390_3493_40959,4390,3493,40959.0
9652_3493_40959,9652,3493,40959.0
5530_3493_40959,5530,3493,40959.0
3524_3493_40959,3524,3493,40959.0
4044_3493_40959,4044,3493,40959.0
5239_3493_40959,5239,3493,40959.0
7974_3493_40959,7974,3493,40959.0
2729_3493_40959,2729,3493,40959.0
13_3493_40959,13,3493,40959.0
1360_3493_40959,1360,3493,40959.0
11612_3493_40959,11612,3493,40959.0
8207_3493_40959,8207,3493,40959.0
3358_3493_40959,3358,3493,40959.0
10803_3493_40959,10803,3493,40959.0
6191_3493_40959,6191,3493,40959.0
4853_3493_40959,4853,3493,40959.0
11656_3493_40959,11656,3493,40959.0
10409_3493_40959,10409,3493,40959.0
6992_3493_40959,6992,3493,40959.0
2425_3493_40959,2425,3493,40959.0
1286_3493_40959,1286,3493,40959.0
998_3493_40959,998,3493,40959.0
3443_3493_40959,3443,3493,40959.0
6361_3493_40959,6361,3493,40959.0
6538_3493_40959,6538,3493,40959.0
2487_3493_40959,2487,3493,40959.0
7328_3493_40959,7328,3493,40959.0
3261_16475_28228,3261,16475,28228.0
1424_14739_28237,1424,14739,28237.0
9220_14739_28237,9220,14739,28237.0
997_14739_28237,997,14739,28237.0
11342_14739_28237,11342,14739,28237.0
4808_14739_28237,4808,14739,28237.0
9990_16475_28228,9990,16475,28228.0
8987_14739_28237,8987,14739,28237.0
708_14739_28237,708,14739,28237.0
11686_14739_28237,11686,14739,28237.0
4335_14739_28237,4335,14739,28237.0
5446_14739_28237,5446,14739,28237.0
1522_14739_28237,1522,14739,28237.0
10996_14739_28237,10996,14739,28237.0
5562_16475_28228,5562,16475,28228.0
8762_14739_28237,8762,14739,28237.0
2073_14739_28237,2073,14739,28237.0
7450_14739_28237,7450,14739,28237.0
8769_16475_28228,8769,16475,28228.0
5448_14739_28237,5448,14739,28237.0
1824_14739_28237,1824,14739,28237.0
6193_14739_28237,6193,14739,28237.0
3643_14739_28237,3643,14739,28237.0
3817_14739_28237,3817,14739,28237.0
9141_14739_28237,9141,14739,28237.0
3553_16475_28228,3553,16475,28228.0
6868_16475_28228,6868,16475,28228.0
8562_14739_28237,8562,14739,28237.0
992_14739_28237,992,14739,28237.0
4904_16475_28228,4904,16475,28228.0
9877_16475_28228,9877,16475,28228.0
9226_16475_28228,9226,16475,28228.0
11218_16475_28228,11218,16475,28228.0
288_16475_28228,288,16475,28228.0
8627_16475_28228,8627,16475,28228.0
6093_14739_28237,6093,14739,28237.0
10914_14739_28237,10914,14739,28237.0
4865_16475_28228,4865,16475,28228.0
1850_14739_28237,1850,14739,28237.0
10527_14739_28237,10527,14739,28237.0
6440_16475_28228,6440,16475,28228.0
1086_14739_28237,1086,14739,28237.0
2336_16475_28228,2336,16475,28228.0
7068_16475_28228,7068,16475,28228.0
11302_14739_28237,11302,14739,28237.0
453_14739_28237,453,14739,28237.0
10511_14739_28237,10511,14739,28237.0
6791_16475_28228,6791,16475,28228.0
10979_648_28237,10979,648,28237.0
11686_648_28237,11686,648,28237.0
9652_3562_28228,9652,3562,28228.0
7309_3562_28228,7309,3562,28228.0
10263_648_28237,10263,648,28237.0
8769_648_28237,8769,648,28237.0
8672_648_28237,8672,648,28237.0
6021_3562_28228,6021,3562,28228.0
10753_648_28237,10753,648,28237.0
1850_648_28237,1850,648,28237.0
4975_3562_28228,4975,3562,28228.0
2788_3562_28228,2788,3562,28228.0
10839_648_28237,10839,648,28237.0
3171_3562_28228,3171,3562,28228.0
10527_648_28237,10527,648,28237.0
3817_16620_28237,3817,16620,28237.0
8987_16620_28237,8987,16620,28237.0
9877_16620_28228,9877,16620,28228.0
9828_16620_28228,9828,16620,28228.0
1028_16620_28237,1028,16620,28237.0
9641_16620_28228,9641,16620,28228.0
4795_16620_28237,4795,16620,28237.0
2719_16620_28228,2719,16620,28228.0
9641_16620_28237,9641,16620,28237.0
6816_16620_28228,6816,16620,28228.0
376_16620_28228,376,16620,28228.0
680_16620_28228,680,16620,28228.0
5704_16620_28237,5704,16620,28237.0
288_16620_28228,288,16620,28228.0
8627_16620_28228,8627,16620,28228.0
10600_16620_28228,10600,16620,28228.0
10718_16620_28228,10718,16620,28228.0
8273_16620_28228,8273,16620,28228.0
6566_16620_28237,6566,16620,28237.0
8562_16620_28237,8562,16620,28237.0
3261_16620_28228,3261,16620,28228.0
7701_16620_28237,7701,16620,28237.0
3427_16620_28228,3427,16620,28228.0
6868_16620_28228,6868,16620,28228.0
9226_16620_28228,9226,16620,28228.0
9158_16620_28228,9158,16620,28228.0
6814_16620_28228,6814,16620,28228.0
10311_16620_28228,10311,16620,28228.0
7285_16620_28228,7285,16620,28228.0
6227_16620_28228,6227,16620,28228.0
8627_14193_28228,8627,14193,28228.0
11093_14193_28228,11093,14193,28228.0
3234_14193_28237,3234,14193,28237.0
5089_4060_28228,5089,4060,28228.0
4865_4060_28228,4865,4060,28228.0
9652_4060_28228,9652,4060,28228.0
6093_4060_28237,6093,4060,28237.0
1850_4060_28237,1850,4060,28237.0
7646_4060_28228,7646,4060,28228.0
3553_4060_28228,3553,4060,28228.0
10720_4060_28237,10720,4060,28237.0
6193_4060_28237,6193,4060,28237.0
4975_4060_28228,4975,4060,28228.0
2208_4060_28237,2208,4060,28237.0
1173_4060_28228,1173,4060,28228.0
10839_4060_28237,10839,4060,28237.0
11388_4060_28228,11388,4060,28228.0
8181_4060_28228,8181,4060,28228.0
11494_4060_28228,11494,4060,28228.0
470_4060_28237,470,4060,28237.0
2065_4060_28228,2065,4060,28228.0
6451_4060_28228,6451,4060,28228.0
1086_4060_28237,1086,4060,28237.0
1766_4060_28228,1766,4060,28228.0
3427_4060_28228,3427,4060,28228.0
9427_14739_28237,9427,14739,28237.0
10263_14739_28237,10263,14739,28237.0
2719_16475_28228,2719,16475,28228.0
1283_14739_28237,1283,14739,28237.0
4684_16475_28228,4684,16475,28228.0
9158_16475_28228,9158,16475,28228.0
8682_16475_28228,8682,16475,28228.0
7309_16475_28228,7309,16475,28228.0
3867_16475_28228,3867,16475,28228.0
8004_4060_28228,8004,4060,28228.0
3867_4060_28228,3867,4060,28228.0
9236_4060_28228,9236,4060,28228.0
9966_4060_28228,9966,4060,28228.0
3553_2104_28228,3553,2104,28228.0
997_13089_28237,997,13089,28237.0
11342_13089_28237,11342,13089,28237.0
9427_13089_28237,9427,13089,28237.0
7068_2104_28228,7068,2104,28228.0
8987_13089_28237,8987,13089,28237.0
708_13089_28237,708,13089,28237.0
9429_13089_28237,9429,13089,28237.0
9877_2104_28228,9877,2104,28228.0
11686_13089_28237,11686,13089,28237.0
5562_2104_28228,5562,2104,28228.0
8762_13089_28237,8762,13089,28237.0
7192_2104_28228,7192,2104,28228.0
7401_13089_28237,7401,13089,28237.0
11681_13089_28237,11681,13089,28237.0
10263_13089_28237,10263,13089,28237.0
1824_13089_28237,1824,13089,28237.0
1522_13089_28237,1522,13089,28237.0
5446_13089_28237,5446,13089,28237.0
6193_13089_28237,6193,13089,28237.0
6868_2104_28228,6868,2104,28228.0
964_2104_28228,964,2104,28228.0
992_13089_28237,992,13089,28237.0
8627_2104_28228,8627,2104,28228.0
6202_2104_28228,6202,2104,28228.0
3817_13089_28237,3817,13089,28237.0
4864_13089_28237,4864,13089,28237.0
4335_13089_28237,4335,13089,28237.0
288_2104_28228,288,2104,28228.0
4808_13089_28237,4808,13089,28237.0
10914_13089_28237,10914,13089,28237.0
6991_2104_28228,6991,2104,28228.0
3261_2104_28228,3261,2104,28228.0
1424_13089_28237,1424,13089,28237.0
4865_2104_28228,4865,2104,28228.0
1850_13089_28237,1850,13089,28237.0
7450_13089_28237,7450,13089,28237.0
10527_13089_28237,10527,13089,28237.0
9220_13089_28237,9220,13089,28237.0
6093_13089_28237,6093,13089,28237.0
11218_2104_28228,11218,2104,28228.0
9226_2104_28228,9226,2104,28228.0
9141_13089_28237,9141,13089,28237.0
1086_13089_28237,1086,13089,28237.0
5448_13089_28237,5448,13089,28237.0
2073_13089_28237,2073,13089,28237.0
192_13089_28237,192,13089,28237.0
10996_13089_28237,10996,13089,28237.0
4010_2104_28228,4010,2104,28228.0
9158_2104_28228,9158,2104,28228.0
10354_2104_28228,10354,2104,28228.0
10511_13089_28237,10511,13089,28237.0
6440_2104_28228,6440,2104,28228.0
6791_13089_28237,6791,13089,28237.0
4248_1919_28228,4248,1919,28228.0
9652_1919_28228,9652,1919,28228.0
8762_1919_28237,8762,1919,28237.0
9427_1919_28237,9427,1919,28237.0
4975_1919_28228,4975,1919,28228.0
4576_1919_28228,4576,1919,28228.0
7949_1919_28228,7949,1919,28228.0
4085_1919_28228,4085,1919,28228.0
5272_1919_28228,5272,1919,28228.0
3553_1919_28228,3553,1919,28228.0
3461_1919_28228,3461,1919,28228.0
1766_1919_28228,1766,1919,28228.0
5089_1919_28228,5089,1919,28228.0
4857_1919_28237,4857,1919,28237.0
10979_1193_28237,10979,1193,28237.0
9990_9447_28228,9990,9447,28228.0
9877_9447_28228,9877,9447,28228.0
9828_1193_28237,9828,1193,28237.0
5562_9447_28228,5562,9447,28228.0
8762_1193_28237,8762,1193,28237.0
7812_9447_28228,7812,9447,28228.0
288_9447_28228,288,9447,28228.0
8987_1193_28237,8987,1193,28237.0
10718_1193_28237,10718,1193,28237.0
6868_9447_28228,6868,9447,28228.0
9427_1193_28237,9427,1193,28237.0
8627_9447_28228,8627,9447,28228.0
3817_1193_28237,3817,1193,28237.0
4085_9447_28228,4085,9447,28228.0
4248_9447_28228,4248,9447,28228.0
10753_1193_28237,10753,1193,28237.0
680_1193_28237,680,1193,28237.0
3261_9447_28228,3261,9447,28228.0
6093_1193_28237,6093,1193,28237.0
7450_1193_28237,7450,1193,28237.0
6440_9447_28228,6440,9447,28228.0
1086_1193_28237,1086,1193,28237.0
9226_9447_28228,9226,9447,28228.0
9158_9447_28228,9158,9447,28228.0
2783_9447_28228,2783,9447,28228.0
1341_648_28237,1341,648,28237.0
6093_648_28237,6093,648,28237.0
10914_648_28237,10914,648,28237.0
6191_3562_28228,6191,3562,28228.0
2313_3562_28228,2313,3562,28228.0
10339_3562_28228,10339,3562,28228.0
6094_3562_28228,6094,3562,28228.0
11561_3562_28228,11561,3562,28228.0
4248_7605_28228,4248,7605,28228.0
9427_7605_28237,9427,7605,28237.0
7068_7605_28228,7068,7605,28228.0
3461_7605_28228,3461,7605,28228.0
8987_7605_28237,8987,7605,28237.0
4975_7605_28228,4975,7605,28228.0
7949_7605_28228,7949,7605,28228.0
6868_7605_28228,6868,7605,28228.0
9652_7605_28228,9652,7605,28228.0
8762_7605_28237,8762,7605,28237.0
7646_7605_28228,7646,7605,28228.0
3553_7605_28228,3553,7605,28228.0
11570_7605_28237,11570,7605,28237.0
8672_7605_28237,8672,7605,28237.0
4085_7605_28228,4085,7605,28228.0
10753_7605_28237,10753,7605,28237.0
288_7605_28228,288,7605,28228.0
8627_7605_28228,8627,7605,28228.0
3817_7605_28237,3817,7605,28237.0
5272_7605_28228,5272,7605,28228.0
1766_7605_28228,1766,7605,28228.0
5089_7605_28228,5089,7605,28228.0
9158_7605_28228,9158,7605,28228.0
9283_7605_28237,9283,7605,28237.0
4010_7605_28228,4010,7605,28228.0
4576_7605_28228,4576,7605,28228.0
8378_7605_28237,8378,7605,28237.0
3261_7605_28228,3261,7605,28228.0
9828_7605_28228,9828,7605,28228.0
2788_4110_28228,2788,4110,28228.0
4975_4110_28228,4975,4110,28228.0
4085_4110_28228,4085,4110,28228.0
4248_4110_28228,4248,4110,28228.0
945_4110_28228,945,4110,28228.0
3726_4110_28228,3726,4110,28228.0
10263_15433_28237,10263,15433,28237.0
3817_15433_28237,3817,15433,28237.0
8987_15433_28237,8987,15433,28237.0
11342_15433_28237,11342,15433,28237.0
9877_578_28228,9877,578,28228.0
11686_15433_28237,11686,15433,28237.0
4335_15433_28237,4335,15433,28237.0
708_15433_28237,708,15433,28237.0
10035_15433_28237,10035,15433,28237.0
8769_15433_28237,8769,15433,28237.0
9158_578_28228,9158,578,28228.0
1028_15433_28237,1028,15433,28237.0
7417_578_28228,7417,578,28228.0
6021_578_28228,6021,578,28228.0
10720_15433_28237,10720,15433,28237.0
4975_578_28228,4975,578,28228.0
6566_15433_28237,6566,15433,28237.0
8627_578_28228,8627,578,28228.0
5446_15433_28237,5446,15433,28237.0
9649_15433_28237,9649,15433,28237.0
2208_15433_28237,2208,15433,28237.0
10527_15433_28237,10527,15433,28237.0
2719_578_28228,2719,578,28228.0
9141_15433_28237,9141,15433,28237.0
2788_578_28228,2788,578,28228.0
2313_578_28228,2313,578,28228.0
4795_15433_28237,4795,15433,28237.0
9149_17226_28228,9149,17226,28228.0
11342_2243_28237,11342,2243,28237.0
7068_2029_28228,7068,2029,28228.0
3461_2029_28228,3461,2029,28228.0
8987_2243_28237,8987,2243,28237.0
708_2243_28237,708,2243,28237.0
9652_2029_28228,9652,2029,28228.0
4975_2029_28228,4975,2029,28228.0
1522_2243_28237,1522,2243,28237.0
5446_2243_28237,5446,2243,28237.0
4335_2243_28237,4335,2243,28237.0
4808_2243_28237,4808,2243,28237.0
3817_2243_28237,3817,2243,28237.0
10527_2029_28228,10527,2029,28228.0
11570_2243_28237,11570,2243,28237.0
4010_2029_28228,4010,2029,28228.0
1228_10714_28237,1228,10714,28237.0
10035_10714_28237,10035,10714,28237.0
9652_12217_28228,9652,12217,28228.0
2788_12217_28228,2788,12217,28228.0
4975_12217_28228,4975,12217,28228.0
10755_10714_28237,10755,10714,28237.0
9649_10714_28237,9649,10714,28237.0
5448_10714_28237,5448,10714,28237.0
10720_10714_28237,10720,10714,28237.0
2547_10714_28237,2547,10714,28237.0
5142_12217_28228,5142,12217,28228.0
11093_12217_28228,11093,12217,28228.0
997_11080_28237,997,11080,28237.0
10600_8364_28228,10600,8364,28228.0
4865_8364_28228,4865,8364,28228.0
11302_8364_28228,11302,8364,28228.0
470_11080_28237,470,11080,28237.0
8987_11080_28237,8987,11080,28237.0
3817_11080_28237,3817,11080,28237.0
1824_11080_28237,1824,11080,28237.0
11686_11080_28237,11686,11080,28237.0
9427_11080_28237,9427,11080,28237.0
4975_8364_28228,4975,8364,28228.0
2719_8364_28228,2719,8364,28228.0
5791_8364_28228,5791,8364,28228.0
3553_8364_28228,3553,8364,28228.0
8627_8364_28228,8627,8364,28228.0
11612_8364_28228,11612,8364,28228.0
10839_11080_28237,10839,11080,28237.0
6093_11080_28237,6093,11080,28237.0
9877_8364_28228,9877,8364,28228.0
2313_11080_28237,2313,11080,28237.0
6440_8364_28228,6440,8364,28228.0
1766_8364_28228,1766,8364,28228.0
9158_8364_28228,9158,8364,28228.0
5448_11080_28237,5448,11080,28237.0
2208_11080_28237,2208,11080,28237.0
4684_8364_28228,4684,8364,28228.0
4084_8364_28228,4084,8364,28228.0
6021_11080_28237,6021,11080,28237.0
3298_1119_28237,3298,1119,28237.0
7068_9_28228,7068,9,28228.0
11342_1119_28237,11342,1119,28237.0
8987_1119_28237,8987,1119,28237.0
708_1119_28237,708,1119,28237.0
4010_9_28228,4010,9,28228.0
7602_1119_28237,7602,1119,28237.0
9652_9_28228,9652,9,28228.0
4975_9_28228,4975,9,28228.0
7382_9_28228,7382,9,28228.0
964_9_28228,964,9,28228.0
5446_1119_28237,5446,1119,28237.0
3817_1119_28237,3817,1119,28237.0
4335_1119_28237,4335,1119,28237.0
11612_9_28228,11612,9,28228.0
4808_1119_28237,4808,1119,28237.0
10527_9_28228,10527,9,28228.0
9158_9_28228,9158,9,28228.0
9141_1119_28237,9141,1119,28237.0
5518_9_28228,5518,9,28228.0
5089_11369_28228,5089,11369,28228.0
9652_11369_28228,9652,11369,28228.0
4975_11369_28228,4975,11369,28228.0
6193_11369_28237,6193,11369,28237.0
470_11369_28237,470,11369,28237.0
8627_11369_28228,8627,11369,28228.0
1173_11369_28228,1173,11369,28228.0
9283_11369_28237,9283,11369,28237.0
10839_11369_28237,10839,11369,28237.0
11388_11369_28228,11388,11369,28228.0
9877_11369_28228,9877,11369,28228.0
8181_11369_28228,8181,11369,28228.0
11494_11369_28228,11494,11369,28228.0
8506_11369_28228,8506,11369,28228.0
2065_11369_28228,2065,11369,28228.0
11570_11369_28237,11570,11369,28237.0
10600_11369_28228,10600,11369,28228.0
9641_11369_28228,9641,11369,28228.0
2806_11369_28228,2806,11369,28228.0
4684_11369_28228,4684,11369,28228.0
8672_1919_28237,8672,1919,28237.0
7646_1919_28228,7646,1919,28228.0
2116_1919_28228,2116,1919,28228.0
10753_1919_28237,10753,1919,28237.0
9283_1919_28237,9283,1919,28237.0
